Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
NP7 5ZL,No,51.826024,-3.020724,329751,214649,SO297146,"Priory","Abergavenny",2004-03-01,2005-07-01,63,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001580,"Monmouthshire 002E"
NP7 5ZS,No,51.821701,-3.019567,329824,214167,SO298141,"Grofield","Abergavenny",2004-07-01,2013-07-01,63,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001557,"Monmouthshire 001C"
NP7 5ZT,Yes,51.821701,-3.019567,329824,214167,SO298141,"Grofield","Abergavenny",2003-03-01,,63,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001557,"Monmouthshire 001C"
NP7 5ZY,No,51.82388,-3.009808,330500,214400,SO304144,"Castle","Abergavenny",1998-06-01,1999-12-01,73,Wales,2021-05-21,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",W01001580,"Monmouthshire 002E"
NP7 6AA,Yes,51.828934,-3.009717,330514,214962,SO305149,"Priory","Abergavenny",1980-01-01,,85,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AB,Yes,51.829505,-3.009208,330550,215025,SO305150,"Priory","Abergavenny",1980-01-01,,89,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AD,Yes,51.830081,-3.008588,330594,215089,SO305150,"Croesonen","Llantilio Pertholey",1980-01-01,,92,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AE,Yes,51.828942,-3.007643,330657,214961,SO306149,"Priory","Abergavenny",1980-01-01,,88,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AF,Yes,51.828923,-3.008861,330573,214960,SO305149,"Priory","Abergavenny",1980-01-01,,87,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AG,Yes,51.828491,-3.007836,330643,214911,SO306149,"Priory","Abergavenny",1980-01-01,,85,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AH,Yes,51.827889,-3.008408,330603,214845,SO306148,"Priory","Abergavenny",1980-01-01,,81,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AJ,Yes,51.826485,-3.005431,330806,214686,SO308146,"Castle","Abergavenny",1992-08-01,,83,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001580,"Monmouthshire 002E"
NP7 6AL,Yes,51.829665,-3.010416,330467,215044,SO304150,"Lansdown","Abergavenny",1980-01-01,,86,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AN,Yes,51.830918,-3.012171,330348,215185,SO303151,"Lansdown","Abergavenny",1980-01-01,,90,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AP,Yes,51.836085,-3.01352,330263,215761,SO302157,"Croesonen","Llantilio Pertholey",1980-01-01,,122,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AQ,Yes,51.82659,-3.006211,330752,214698,SO307146,"Castle","Abergavenny",1992-08-01,,79,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001580,"Monmouthshire 002E"
NP7 6AR,Yes,51.835193,-3.014778,330175,215663,SO301156,"Lansdown","Abergavenny",2005-11-01,,119,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AS,Yes,51.834836,-3.013434,330267,215622,SO302156,"Croesonen","Llantilio Pertholey",1980-01-01,,114,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AT,Yes,51.83381,-3.012497,330330,215507,SO303155,"Croesonen","Llantilio Pertholey",1980-01-01,,107,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AU,Yes,51.82728,-3.004355,330881,214773,SO308147,"Croesonen","Llantilio Pertholey",1992-08-01,,85,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AW,Yes,51.829415,-3.011281,330407,215017,SO304150,"Lansdown","Abergavenny",1980-01-01,,82,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6AX,Yes,51.835779,-3.014129,330221,215728,SO302157,"Croesonen","Llantilio Pertholey",1996-06-01,,122,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AY,Yes,51.832783,-3.011647,330387,215392,SO303153,"Croesonen","Llantilio Pertholey",1980-01-01,,100,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6AZ,Yes,51.836206,-3.014133,330221,215775,SO302157,"Croesonen","Llantilio Pertholey",2007-04-01,,125,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BA,Yes,51.83484,-3.012468,330334,215622,SO303156,"Croesonen","Llantilio Pertholey",1980-01-01,,113,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BB,Yes,51.835282,-3.012806,330311,215671,SO303156,"Croesonen","Llantilio Pertholey",1980-01-01,,115,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BD,Yes,51.835865,-3.012993,330299,215736,SO302157,"Croesonen","Llantilio Pertholey",1980-01-01,,119,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BE,Yes,51.833967,-3.012022,330363,215524,SO303155,"Croesonen","Llantilio Pertholey",1980-01-01,,108,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BG,Yes,51.830317,-3.014073,330216,215120,SO302151,"Lansdown","Abergavenny",1980-01-01,,82,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BH,Yes,51.831184,-3.014142,330213,215217,SO302152,"Lansdown","Abergavenny",1980-01-01,,89,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BJ,Yes,51.829268,-3.007418,330673,214997,SO306149,"Croesonen","Llantilio Pertholey",2009-06-01,,89,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BL,Yes,51.832208,-3.013709,330244,215330,SO302153,"Lansdown","Abergavenny",1980-01-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BN,Yes,51.832422,-3.012472,330330,215353,SO303153,"Lansdown","Abergavenny",1980-01-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BP,Yes,51.834034,-3.015695,330110,215535,SO301155,"Lansdown","Abergavenny",1980-01-01,,112,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BQ,Yes,51.834461,-3.01315,330286,215580,SO302155,"Croesonen","Llantilio Pertholey",2015-08-01,,111,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6BS,Yes,51.833021,-3.012819,330307,215420,SO303154,"Lansdown","Abergavenny",1980-01-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BT,Yes,51.831288,-3.014623,330180,215229,SO301152,"Lansdown","Abergavenny",1980-01-01,,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BU,Yes,51.83052,-3.01507,330148,215144,SO301151,"Lansdown","Abergavenny",1980-01-01,,84,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BW,Yes,51.832592,-3.014652,330180,215374,SO301153,"Lansdown","Abergavenny",1980-01-01,,100,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6BY,Yes,51.830619,-3.013012,330290,215153,SO302151,"Lansdown","Abergavenny",1980-01-01,,87,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6DA,Yes,51.830003,-3.013549,330252,215085,SO302150,"Lansdown","Abergavenny",1980-01-01,,80,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6DB,Yes,51.833474,-3.017003,330019,215474,SO300154,"Lansdown","Abergavenny",1980-01-01,,108,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DD,Yes,51.832915,-3.018311,329928,215413,SO299154,"Lansdown","Abergavenny",1980-01-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DE,Yes,51.83391,-3.018638,329907,215524,SO299155,"Lansdown","Abergavenny",1980-01-01,,113,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DF,Yes,51.8323,-3.017688,329970,215344,SO299153,"Lansdown","Abergavenny",1980-01-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DG,Yes,51.832247,-3.01966,329834,215340,SO298153,"Lansdown","Abergavenny",1980-01-01,,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DH,Yes,51.83257,-3.020683,329764,215377,SO297153,"Lansdown","Abergavenny",1980-01-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DJ,Yes,51.829356,-3.014464,330188,215014,SO301150,"Lansdown","Abergavenny",2019-02-01,,73,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6DL,Yes,51.834123,-3.014739,330176,215544,SO301155,"Lansdown","Abergavenny",1980-01-01,,110,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6DN,Yes,51.832837,-3.020565,329773,215407,SO297154,"Lansdown","Abergavenny",1980-01-01,,101,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DP,Yes,51.833356,-3.019807,329826,215464,SO298154,"Lansdown","Abergavenny",1980-01-01,,107,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DR,Yes,51.833594,-3.020437,329783,215491,SO297154,"Lansdown","Abergavenny",1980-01-01,,110,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DT,Yes,51.834187,-3.019449,329852,215556,SO298155,"Lansdown","Abergavenny",1980-01-01,,117,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DU,Yes,51.834502,-3.017279,330002,215589,SO300155,"Lansdown","Abergavenny",1980-01-01,,117,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DW,Yes,51.833939,-3.017362,329995,215526,SO299155,"Lansdown","Abergavenny",1981-06-01,,113,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DX,Yes,51.833618,-3.01662,330046,215490,SO300154,"Lansdown","Abergavenny",2016-04-01,,110,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6DY,Yes,51.830977,-3.0163,330064,215196,SO300151,"Lansdown","Abergavenny",1980-01-01,,83,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EA,Yes,51.832242,-3.016017,330085,215336,SO300153,"Lansdown","Abergavenny",1980-01-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EB,Yes,51.832974,-3.014612,330183,215416,SO301154,"Lansdown","Abergavenny",1980-01-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6ED,Yes,51.833567,-3.013565,330256,215481,SO302154,"Lansdown","Abergavenny",1980-01-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EE,Yes,51.829722,-3.01628,330063,215056,SO300150,"Lansdown","Abergavenny",1980-01-01,,74,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EF,Yes,51.830121,-3.015424,330123,215100,SO301150,"Lansdown","Abergavenny",1980-01-01,,78,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EG,Yes,51.830104,-3.016854,330024,215099,SO300150,"Lansdown","Abergavenny",1980-01-01,,76,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EH,Yes,51.829563,-3.020107,329799,215042,SO297150,"Lansdown","Abergavenny",1980-01-01,,73,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6EJ,Yes,51.829379,-3.017105,330006,215019,SO300150,"Lansdown","Abergavenny",2017-12-01,,70,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EL,Yes,51.82926,-3.01878,329890,215007,SO298150,"Lansdown","Abergavenny",1980-01-01,,70,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EN,Yes,51.830245,-3.017235,329998,215115,SO299151,"Lansdown","Abergavenny",1980-01-01,,77,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6EP,Yes,51.83166,-3.017862,329957,215273,SO299152,"Lansdown","Abergavenny",1980-01-01,,88,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6EQ,Yes,51.830549,-3.016899,330022,215149,SO300151,"Lansdown","Abergavenny",2018-04-01,,79,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001558,"Monmouthshire 002C"
NP7 6ER,No,51.833702,-3.01666,330043,215499,SO300154,"Lansdown","Abergavenny",1980-01-01,2015-05-01,110,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6EU,Yes,51.831477,-3.009388,330541,215245,SO305152,"Croesonen","Llantilio Pertholey",1980-01-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6EW,Yes,51.831174,-3.017421,329987,215219,SO299152,"Lansdown","Abergavenny",1980-01-01,,83,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001546,"Monmouthshire 002A"
NP7 6EY,Yes,51.831031,-3.009387,330540,215195,SO305151,"Croesonen","Llantilio Pertholey",1980-01-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HA,Yes,51.832282,-3.009313,330547,215334,SO305153,"Croesonen","Llantilio Pertholey",1980-01-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HB,Yes,51.833338,-3.008844,330581,215451,SO305154,"Croesonen","Llantilio Pertholey",1980-01-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HD,Yes,51.833998,-3.007378,330683,215523,SO306155,"Mardy","Llantilio Pertholey",1980-01-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HE,Yes,51.833456,-3.0077,330660,215463,SO306154,"Croesonen","Llantilio Pertholey",1980-01-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HF,Yes,51.834227,-3.009009,330571,215550,SO305155,"Croesonen","Llantilio Pertholey",1980-01-01,,102,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HG,Yes,51.834035,-3.010969,330436,215531,SO304155,"Croesonen","Llantilio Pertholey",1980-01-01,,104,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HH,No,51.831736,-3.010041,330496,215274,SO304152,"Croesonen","Llantilio Pertholey",1980-01-01,2008-04-01,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HJ,Yes,51.833941,-3.005133,330838,215515,SO308155,"Mardy","Llantilio Pertholey",1986-04-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HL,Yes,51.833598,-3.01001,330501,215481,SO305154,"Croesonen","Llantilio Pertholey",1980-01-01,,101,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HN,Yes,51.832876,-3.010285,330481,215401,SO304154,"Croesonen","Llantilio Pertholey",1980-01-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HP,Yes,51.832344,-3.010505,330465,215342,SO304153,"Croesonen","Llantilio Pertholey",1980-01-01,,96,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HQ,Yes,51.836435,-3.004181,330907,215791,SO309157,"Mardy","Llantilio Pertholey",1984-10-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6HR,Yes,51.831399,-3.010542,330461,215237,SO304152,"Croesonen","Llantilio Pertholey",1980-01-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HS,Yes,51.83206,-3.007959,330640,215308,SO306153,"Croesonen","Llantilio Pertholey",1980-01-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HT,Yes,51.834547,-3.006273,330760,215583,SO307155,"Mardy","Llantilio Pertholey",1980-01-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HU,Yes,51.835639,-3.005789,330795,215704,SO307157,"Mardy","Llantilio Pertholey",1980-01-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6HW,Yes,51.832136,-3.008468,330605,215317,SO306153,"Croesonen","Llantilio Pertholey",1980-01-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HX,Yes,51.834404,-3.007242,330693,215568,SO306155,"Mardy","Llantilio Pertholey",1986-04-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6HY,Yes,51.835112,-3.006001,330780,215646,SO307156,"Mardy","Llantilio Pertholey",1980-01-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6HZ,Yes,51.831925,-3.010046,330496,215295,SO304152,"Croesonen","Llantilio Pertholey",2009-07-01,,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6JA,Yes,51.830814,-3.01023,330482,215172,SO304151,"Croesonen","Llantilio Pertholey",2019-09-01,,104,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6JX,Yes,51.838385,-3.004297,330902,216008,SO309160,"Mardy","Llantilio Pertholey",1986-04-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6JY,Yes,51.839288,-3.004883,330863,216109,SO308161,"Mardy","Llantilio Pertholey",1986-04-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6JZ,Yes,51.838588,-3.002676,331014,216029,SO310160,"Mardy","Llantilio Pertholey",1986-04-01,,101,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LA,Yes,51.836046,-3.00545,330819,215749,SO308157,"Mardy","Llantilio Pertholey",1980-01-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LB,Yes,51.836609,-3.005425,330822,215812,SO308158,"Mardy","Llantilio Pertholey",1980-01-01,,100,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LD,Yes,51.83685,-3.004574,330881,215838,SO308158,"Mardy","Llantilio Pertholey",1980-01-01,,99,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LE,Yes,51.837281,-3.004012,330920,215885,SO309158,"Mardy","Llantilio Pertholey",1980-01-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LF,Yes,51.837072,-3.00331,330968,215861,SO309158,"Mardy","Llantilio Pertholey",1980-01-01,,95,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LG,Yes,51.836565,-3.003203,330975,215805,SO309158,"Mardy","Llantilio Pertholey",1980-01-01,,94,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LH,Yes,51.839031,-3.009726,330529,216085,SO305160,"Mardy","Llantilio Pertholey",1980-01-01,,124,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LJ,Yes,51.838422,-3.008333,330624,216016,SO306160,"Mardy","Llantilio Pertholey",1981-06-01,,115,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LL,Yes,51.838929,-3.00957,330540,216074,SO305160,"Mardy","Llantilio Pertholey",1980-01-01,,123,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LN,Yes,51.83907,-3.00995,330514,216090,SO305160,"Mardy","Llantilio Pertholey",1980-01-01,,126,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LP,Yes,51.839498,-3.007617,330675,216135,SO306161,"Mardy","Llantilio Pertholey",1980-01-01,,115,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LQ,Yes,51.838915,-3.007488,330683,216070,SO306160,"Mardy","Llantilio Pertholey",1981-06-01,,114,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LR,Yes,51.839836,-3.008045,330646,216173,SO306161,"Mardy","Llantilio Pertholey",1980-01-01,,118,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LS,Yes,51.840103,-3.007311,330697,216202,SO306162,"Mardy","Llantilio Pertholey",1980-01-01,,116,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LT,Yes,51.840113,-3.006223,330772,216202,SO307162,"Mardy","Llantilio Pertholey",1980-01-01,,113,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LU,Yes,51.839564,-3.00624,330770,216141,SO307161,"Mardy","Llantilio Pertholey",1980-01-01,,111,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LW,Yes,51.837776,-3.005082,330847,215941,SO308159,"Mardy","Llantilio Pertholey",1980-01-01,,102,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LX,Yes,51.838672,-3.006452,330754,216042,SO307160,"Mardy","Llantilio Pertholey",1981-06-01,,109,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6LY,Yes,51.839887,-3.007335,330695,216178,SO306161,"Mardy","Llantilio Pertholey",1980-01-01,,115,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6LZ,Yes,51.839275,-3.008497,330614,216111,SO306161,"Mardy","Llantilio Pertholey",1981-06-01,,119,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6NA,Yes,51.837848,-3.010251,330491,215954,SO304159,"Mardy","Llantilio Pertholey",1980-01-01,,121,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NB,Yes,51.838655,-3.009514,330543,216043,SO305160,"Mardy","Llantilio Pertholey",1980-01-01,,122,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6ND,Yes,51.837046,-3.00627,330764,215861,SO307158,"Mardy","Llantilio Pertholey",1980-01-01,,103,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NE,Yes,51.837439,-3.008244,330629,215907,SO306159,"Mardy","Llantilio Pertholey",1980-01-01,,110,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NF,Yes,51.836932,-3.007037,330711,215849,SO307158,"Mardy","Llantilio Pertholey",1980-01-01,,104,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NG,Yes,51.836005,-3.008134,330634,215747,SO306157,"Mardy","Llantilio Pertholey",1980-01-01,,104,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001909,"Monmouthshire 002F"
NP7 6NH,Yes,51.836682,-3.00783,330656,215822,SO306158,"Mardy","Llantilio Pertholey",1980-01-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NJ,Yes,51.838746,-3.005176,330842,216049,SO308160,"Mardy","Llantilio Pertholey",2007-07-01,,106,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NL,Yes,51.836724,-3.008194,330631,215827,SO306158,"Mardy","Llantilio Pertholey",1980-01-01,,107,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001571,"Monmouthshire 001D"
NP7 6NN,No,51.827501,-3.006986,330700,214800,SO307148,"Croesonen","Llantilio Pertholey",1980-01-01,2005-07-01,80,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001909,"Monmouthshire 002F"
